customer_id,customer_name,customer_email,customer_city,customer_country,signup_date
182,Customer_182,customer182@example.com,Sydney,France,2022-10-23
183,Customer_183,customer183@example.com,Paris,Australia,2022-01-28
184,Customer_184,customer184@example.com,Toronto,India,2022-04-12
185,Customer_185,customer185@example.com,New York,UK,2022-12-06
186,Customer_186,customer186@example.com,Berlin,UK,2022-04-03
187,Customer_187,customer187@example.com,Los Angeles,UK,2022-10-13
188,Customer_188,customer188@example.com,Sydney,Australia,2022-10-29
189,Customer_189,customer189@example.com,Sydney,Australia,2022-06-30
190,Customer_190,customer190@example.com,Paris,France,2022-05-22
191,Customer_191,customer191@example.com,Sydney,USA,2022-06-14
192,Customer_192,customer192@example.com,Toronto,France,2022-03-24
193,Customer_193,customer193@example.com,New York,France,2022-11-21
194,Customer_194,customer194@example.com,Sydney,Australia,2022-06-14
195,Customer_195,customer195@example.com,Sydney,UK,2022-11-19
196,Customer_196,customer196@example.com,Los Angeles,Canada,2022-02-08
197,Customer_197,customer197@example.com,Los Angeles,USA,2022-12-27
198,Customer_198,customer198@example.com,London,Australia,2022-06-11
199,Customer_199,customer199@example.com,Berlin,UK,2022-01-18
200,Customer_200,customer200@example.com,Toronto,India,2022-01-14
201,Customer_201,customer201@example.com,Sydney,Canada,2022-09-30
202,Customer_202,customer202@example.com,Mumbai,Canada,2022-08-29
203,Customer_203,customer203@example.com,Sydney,Australia,2022-10-20
204,Customer_204,customer204@example.com,New York,Germany,2022-02-08
205,Customer_205,customer205@example.com,London,USA,2022-01-13
206,Customer_206,customer206@example.com,Berlin,Canada,2022-07-05
207,Customer_207,customer207@example.com,Mumbai,Australia,2022-05-22
208,Customer_208,customer208@example.com,London,Australia,2022-06-18
209,Customer_209,customer209@example.com,Paris,UK,2022-12-28
210,Customer_210,customer210@example.com,Berlin,India,2022-12-21
211,Customer_211,customer211@example.com,Sydney,Germany,2022-12-10
212,Customer_212,customer212@example.com,Sydney,USA,2022-10-14
213,Customer_213,customer213@example.com,Berlin,France,2022-05-10
214,Customer_214,customer214@example.com,Sydney,India,2022-05-31
215,Customer_215,customer215@example.com,Toronto,India,2022-07-20
216,Customer_216,customer216@example.com,Berlin,UK,2022-10-31
217,Customer_217,customer217@example.com,London,Canada,2022-01-26
218,Customer_218,customer218@example.com,Berlin,Canada,2022-06-04
219,Customer_219,customer219@example.com,Mumbai,UK,2022-01-31
220,Customer_220,customer220@example.com,Sydney,Australia,2022-07-07
221,Customer_221,customer221@example.com,Toronto,Canada,2022-11-25
222,Customer_222,customer222@example.com,Toronto,Germany,2022-10-13
223,Customer_223,customer223@example.com,Paris,USA,2022-03-25
224,Customer_224,customer224@example.com,London,India,2022-12-23
225,Customer_225,customer225@example.com,Los Angeles,India,2022-09-01
226,Customer_226,customer226@example.com,Los Angeles,Germany,2022-01-04
227,Customer_227,customer227@example.com,Berlin,Canada,2022-04-04
228,Customer_228,customer228@example.com,Paris,India,2022-04-06
229,Customer_229,customer229@example.com,New York,France,2022-01-26
230,Customer_230,customer230@example.com,Berlin,USA,2022-12-17
231,Customer_231,customer231@example.com,Paris,USA,2022-06-24
232,Customer_232,customer232@example.com,London,India,2022-11-23
233,Customer_233,customer233@example.com,London,UK,2022-04-28
234,Customer_234,customer234@example.com,London,India,2022-02-15
235,Customer_235,customer235@example.com,London,UK,2022-06-23
236,Customer_236,customer236@example.com,London,India,2022-02-11
237,Customer_237,customer237@example.com,Paris,France,2022-06-27
238,Customer_238,customer238@example.com,Paris,Australia,2022-12-02
239,Customer_239,customer239@example.com,Toronto,USA,2022-07-10
240,Customer_240,customer240@example.com,Mumbai,India,2022-08-14
241,Customer_241,customer241@example.com,Los Angeles,France,2022-02-27
242,Customer_242,customer242@example.com,Sydney,UK,2022-01-16
243,Customer_243,customer243@example.com,London,UK,2022-02-10
244,Customer_244,customer244@example.com,New York,USA,2022-08-07
245,Customer_245,customer245@example.com,Sydney,Germany,2022-02-04
246,Customer_246,customer246@example.com,Paris,India,2022-05-18
247,Customer_247,customer247@example.com,New York,Canada,2022-07-20
248,Customer_248,customer248@example.com,New York,UK,2022-05-22
249,Customer_249,customer249@example.com,New York,Australia,2022-03-01
250,Customer_250,customer250@example.com,Toronto,Australia,2022-04-10
251,Customer_251,customer251@example.com,Paris,UK,2022-12-05
252,Customer_252,customer252@example.com,New York,Germany,2022-09-04
253,Customer_253,customer253@example.com,London,Germany,2022-07-01
254,Customer_254,customer254@example.com,Berlin,France,2022-01-05
255,Customer_255,customer255@example.com,New York,Australia,2022-12-29
256,Customer_256,customer256@example.com,Toronto,France,2022-09-03
257,Customer_257,customer257@example.com,Sydney,Australia,2022-04-26
258,Customer_258,customer258@example.com,Paris,India,2022-11-17
259,Customer_259,customer259@example.com,Mumbai,India,2022-04-05
260,Customer_260,customer260@example.com,Toronto,Canada,2022-07-18
261,Customer_261,customer261@example.com,New York,India,2022-08-21
262,Customer_262,customer262@example.com,Paris,Canada,2022-03-22
263,Customer_263,customer263@example.com,Berlin,India,2022-12-24
264,Customer_264,customer264@example.com,New York,USA,2022-10-01
265,Customer_265,customer265@example.com,Toronto,India,2022-07-23
266,Customer_266,customer266@example.com,Los Angeles,France,2022-03-07
267,Customer_267,customer267@example.com,London,UK,2022-01-20
268,Customer_268,customer268@example.com,Mumbai,France,2022-04-27
269,Customer_269,customer269@example.com,Sydney,UK,2022-10-02
270,Customer_270,customer270@example.com,Toronto,Germany,2022-04-09
271,Customer_271,customer271@example.com,Paris,France,2022-07-16
272,Customer_272,customer272@example.com,Mumbai,Germany,2022-09-23
273,Customer_273,customer273@example.com,Mumbai,Canada,2022-02-09
274,Customer_274,customer274@example.com,Mumbai,Canada,2022-09-08
275,Customer_275,customer275@example.com,New York,USA,2022-02-03
276,Customer_276,customer276@example.com,London,India,2022-12-19
277,Customer_277,customer277@example.com,New York,France,2022-06-28
278,Customer_278,customer278@example.com,Paris,Germany,2022-02-24
279,Customer_279,customer279@example.com,New York,UK,2022-05-05
280,Customer_280,customer280@example.com,Los Angeles,Canada,2022-05-31
281,Customer_281,customer281@example.com,London,India,2022-10-04
282,Customer_282,customer282@example.com,London,Canada,2022-09-29
283,Customer_283,customer283@example.com,Paris,UK,2022-08-12
284,Customer_284,customer284@example.com,Sydney,India,2022-02-08
285,Customer_285,customer285@example.com,Los Angeles,India,2022-02-25
286,Customer_286,customer286@example.com,Toronto,Germany,2022-02-04
287,Customer_287,customer287@example.com,New York,Germany,2022-07-30
288,Customer_288,customer288@example.com,Berlin,France,2022-11-17
289,Customer_289,customer289@example.com,New York,France,2022-06-08
290,Customer_290,customer290@example.com,Mumbai,Australia,2022-02-28
291,Customer_291,customer291@example.com,New York,Australia,2022-07-23
292,Customer_292,customer292@example.com,Toronto,USA,2022-10-24
293,Customer_293,customer293@example.com,New York,Canada,2022-09-28
294,Customer_294,customer294@example.com,Los Angeles,France,2022-11-18
295,Customer_295,customer295@example.com,Los Angeles,Germany,2022-04-12
296,Customer_296,customer296@example.com,London,UK,2022-03-12
297,Customer_297,customer297@example.com,Paris,Germany,2022-11-18
298,Customer_298,customer298@example.com,Sydney,Canada,2022-08-29
299,Customer_299,customer299@example.com,Berlin,Australia,2022-04-24
300,Customer_300,customer300@example.com,Mumbai,Germany,2022-09-28
301,Customer_301,customer301@example.com,New York,USA,2022-10-25
302,Customer_302,customer302@example.com,New York,Canada,2022-08-13
303,Customer_303,customer303@example.com,Toronto,Australia,2022-09-09
304,Customer_304,customer304@example.com,Paris,UK,2022-05-17
305,Customer_305,customer305@example.com,Los Angeles,Australia,2022-07-16
306,Customer_306,customer306@example.com,Berlin,India,2022-07-11
307,Customer_307,customer307@example.com,London,USA,2022-11-06
308,Customer_308,customer308@example.com,Los Angeles,Canada,2022-11-03
309,Customer_309,customer309@example.com,Mumbai,UK,2022-10-31
310,Customer_310,customer310@example.com,Paris,USA,2022-01-05
311,Customer_311,customer311@example.com,Mumbai,Australia,2022-10-01
312,Customer_312,customer312@example.com,Sydney,USA,2022-10-04
313,Customer_313,customer313@example.com,London,Canada,2022-09-05
314,Customer_314,customer314@example.com,Sydney,France,2022-10-04
315,Customer_315,customer315@example.com,Toronto,USA,2022-11-04
316,Customer_316,customer316@example.com,Mumbai,India,2022-06-21
317,Customer_317,customer317@example.com,Toronto,USA,2022-07-03
318,Customer_318,customer318@example.com,New York,Australia,2022-02-15
319,Customer_319,customer319@example.com,Sydney,Australia,2022-05-21
320,Customer_320,customer320@example.com,Paris,UK,2022-08-23
321,Customer_321,customer321@example.com,Mumbai,Australia,2022-10-12
322,Customer_322,customer322@example.com,Berlin,Germany,2022-03-21
323,Customer_323,customer323@example.com,London,Canada,2022-02-20
324,Customer_324,customer324@example.com,Los Angeles,Canada,2022-08-31
325,Customer_325,customer325@example.com,Paris,France,2022-01-01
326,Customer_326,customer326@example.com,Paris,France,2022-03-07
327,Customer_327,customer327@example.com,Toronto,Canada,2022-01-11
328,Customer_328,customer328@example.com,Sydney,India,2022-03-02
329,Customer_329,customer329@example.com,Mumbai,France,2022-03-08
330,Customer_330,customer330@example.com,Mumbai,UK,2022-05-22
331,Customer_331,customer331@example.com,New York,Australia,2022-05-27
332,Customer_332,customer332@example.com,New York,Canada,2022-11-16
333,Customer_333,customer333@example.com,London,France,2022-07-06
334,Customer_334,customer334@example.com,Toronto,Canada,2022-09-22
335,Customer_335,customer335@example.com,Paris,Germany,2022-02-08
336,Customer_336,customer336@example.com,Mumbai,USA,2022-03-24
337,Customer_337,customer337@example.com,Berlin,Australia,2022-09-14
338,Customer_338,customer338@example.com,Toronto,Canada,2022-01-20
339,Customer_339,customer339@example.com,London,USA,2022-06-27
340,Customer_340,customer340@example.com,London,France,2022-08-07
341,Customer_341,customer341@example.com,Toronto,USA,2022-08-08
342,Customer_342,customer342@example.com,London,Australia,2022-01-09
343,Customer_343,customer343@example.com,Toronto,Canada,2022-04-28
344,Customer_344,customer344@example.com,Los Angeles,Germany,2022-08-21
345,Customer_345,customer345@example.com,Toronto,India,2022-02-24
346,Customer_346,customer346@example.com,Sydney,France,2022-09-11
347,Customer_347,customer347@example.com,Toronto,Canada,2022-09-30
348,Customer_348,customer348@example.com,London,Australia,2022-12-25
349,Customer_349,customer349@example.com,Mumbai,France,2022-03-18
350,Customer_350,customer350@example.com,Sydney,UK,2022-10-29
351,Customer_351,customer351@example.com,London,USA,2022-07-09
352,Customer_352,customer352@example.com,New York,India,2022-05-17
353,Customer_353,customer353@example.com,New York,Australia,2022-02-14
354,Customer_354,customer354@example.com,Mumbai,UK,2022-09-26
355,Customer_355,customer355@example.com,Mumbai,Canada,2022-03-28
356,Customer_356,customer356@example.com,Sydney,Germany,2022-05-16
357,Customer_357,customer357@example.com,Los Angeles,France,2022-01-23
358,Customer_358,customer358@example.com,Mumbai,USA,2022-10-20
359,Customer_359,customer359@example.com,New York,France,2022-10-07
360,Customer_360,customer360@example.com,Toronto,India,2022-09-25
361,Customer_361,customer361@example.com,London,Canada,2022-04-20
362,Customer_362,customer362@example.com,New York,France,2022-03-05
363,Customer_363,customer363@example.com,New York,USA,2022-08-21
364,Customer_364,customer364@example.com,Los Angeles,Canada,2022-07-01
365,Customer_365,customer365@example.com,Sydney,France,2022-03-07
366,Customer_366,customer366@example.com,Sydney,Germany,2022-09-08
367,Customer_367,customer367@example.com,Paris,Australia,2022-12-28
368,Customer_368,customer368@example.com,Los Angeles,Canada,2022-09-30
369,Customer_369,customer369@example.com,Toronto,Australia,2022-09-28
370,Customer_370,customer370@example.com,Sydney,Canada,2022-12-13
371,Customer_371,customer371@example.com,London,Germany,2022-03-16
372,Customer_372,customer372@example.com,Mumbai,Australia,2022-07-26
373,Customer_373,customer373@example.com,Los Angeles,UK,2022-12-24
374,Customer_374,customer374@example.com,Mumbai,USA,2022-03-02
375,Customer_375,customer375@example.com,New York,UK,2022-09-13
376,Customer_376,customer376@example.com,London,France,2022-08-02
377,Customer_377,customer377@example.com,London,Germany,2022-08-03
378,Customer_378,customer378@example.com,New York,UK,2022-09-12
379,Customer_379,customer379@example.com,Los Angeles,Canada,2022-12-06
380,Customer_380,customer380@example.com,New York,France,2022-10-13
381,Customer_381,customer381@example.com,Mumbai,France,2022-01-21
382,Customer_382,customer382@example.com,Paris,UK,2022-11-08
383,Customer_383,customer383@example.com,London,UK,2022-03-24
384,Customer_384,customer384@example.com,Berlin,Germany,2022-05-18
385,Customer_385,customer385@example.com,Berlin,USA,2022-06-18
386,Customer_386,customer386@example.com,Mumbai,UK,2022-06-25
387,Customer_387,customer387@example.com,Toronto,India,2022-06-08
388,Customer_388,customer388@example.com,Sydney,UK,2022-12-09
389,Customer_389,customer389@example.com,New York,Australia,2022-09-15
390,Customer_390,customer390@example.com,New York,Canada,2022-08-19
391,Customer_391,customer391@example.com,Toronto,India,2022-01-19
392,Customer_392,customer392@example.com,Toronto,India,2022-11-26
393,Customer_393,customer393@example.com,Mumbai,Australia,2022-11-28
394,Customer_394,customer394@example.com,Mumbai,Australia,2022-10-12
395,Customer_395,customer395@example.com,Toronto,France,2022-01-03
396,Customer_396,customer396@example.com,London,USA,2022-01-21
397,Customer_397,customer397@example.com,Mumbai,Canada,2022-03-24
398,Customer_398,customer398@example.com,Paris,Germany,2022-02-17
399,Customer_399,customer399@example.com,Mumbai,India,2022-05-26
400,Customer_400,customer400@example.com,New York,Germany,2022-12-03
401,Customer_401,customer401@example.com,Mumbai,UK,2022-06-22
402,Customer_402,customer402@example.com,London,UK,2022-01-05
403,Customer_403,customer403@example.com,Toronto,Germany,2022-04-14
404,Customer_404,customer404@example.com,New York,UK,2022-01-17
405,Customer_405,customer405@example.com,Mumbai,USA,2022-01-14
406,Customer_406,customer406@example.com,London,Australia,2022-04-11
407,Customer_407,customer407@example.com,Paris,UK,2022-04-11
408,Customer_408,customer408@example.com,Mumbai,France,2022-10-15
409,Customer_409,customer409@example.com,London,UK,2022-12-22
410,Customer_410,customer410@example.com,Paris,Canada,2022-05-16
411,Customer_411,customer411@example.com,Toronto,USA,2022-06-06
412,Customer_412,customer412@example.com,Mumbai,Canada,2022-11-05
413,Customer_413,customer413@example.com,Paris,Canada,2022-04-08
414,Customer_414,customer414@example.com,New York,France,2022-02-27
415,Customer_415,customer415@example.com,Toronto,USA,2022-11-08
416,Customer_416,customer416@example.com,New York,USA,2022-01-17
417,Customer_417,customer417@example.com,Berlin,USA,2022-08-15
418,Customer_418,customer418@example.com,Los Angeles,USA,2022-07-25
419,Customer_419,customer419@example.com,Mumbai,USA,2022-05-07
420,Customer_420,customer420@example.com,Paris,France,2022-04-26
421,Customer_421,customer421@example.com,Los Angeles,UK,2022-10-09
422,Customer_422,customer422@example.com,Los Angeles,Canada,2022-02-01
423,Customer_423,customer423@example.com,Paris,USA,2022-03-28
424,Customer_424,customer424@example.com,Toronto,India,2022-09-25
425,Customer_425,customer425@example.com,Mumbai,UK,2022-07-20
426,Customer_426,customer426@example.com,Berlin,UK,2022-02-16
427,Customer_427,customer427@example.com,New York,Canada,2022-11-18
428,Customer_428,customer428@example.com,London,France,2022-05-24
429,Customer_429,customer429@example.com,New York,Germany,2022-10-30
430,Customer_430,customer430@example.com,London,Germany,2022-10-15
431,Customer_431,customer431@example.com,New York,UK,2022-08-16
432,Customer_432,customer432@example.com,Paris,Australia,2022-06-30
433,Customer_433,customer433@example.com,Berlin,Australia,2022-12-24
434,Customer_434,customer434@example.com,Mumbai,Canada,2022-02-22
435,Customer_435,customer435@example.com,London,Germany,2022-09-22
436,Customer_436,customer436@example.com,Mumbai,UK,2022-03-11
437,Customer_437,customer437@example.com,Mumbai,France,2022-05-04
438,Customer_438,customer438@example.com,Mumbai,Germany,2022-04-23
439,Customer_439,customer439@example.com,Sydney,UK,2022-12-12
440,Customer_440,customer440@example.com,Toronto,UK,2022-12-20
441,Customer_441,customer441@example.com,New York,USA,2022-03-08
442,Customer_442,customer442@example.com,Mumbai,France,2022-01-09
443,Customer_443,customer443@example.com,New York,USA,2022-09-20
444,Customer_444,customer444@example.com,Mumbai,Canada,2022-06-02
445,Customer_445,customer445@example.com,London,USA,2022-02-02
446,Customer_446,customer446@example.com,Toronto,India,2022-09-07
447,Customer_447,customer447@example.com,Toronto,USA,2022-07-18
448,Customer_448,customer448@example.com,Paris,India,2022-12-24
449,Customer_449,customer449@example.com,Sydney,Germany,2022-03-25
450,Customer_450,customer450@example.com,Paris,Australia,2022-05-28
451,Customer_451,customer451@example.com,Paris,UK,2022-07-18
452,Customer_452,customer452@example.com,Paris,India,2022-10-16
453,Customer_453,customer453@example.com,Paris,France,2022-07-20
454,Customer_454,customer454@example.com,Paris,USA,2022-08-12
455,Customer_455,customer455@example.com,Berlin,India,2022-03-24
